index	syllables	pieces	method	preview
273	69	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཉི་མ་དང་ཟླ་བ་རྒྱས་པ་ལྟ་
274	70	1	STAGE2_MANUAL	ཁྱོད་ཀྱི་སྐུ་མཆོག་གསལ་བར་བསྒོམ་ཞིང་། གསུང་དད་པས་རྩ་བའི་རིག་ས
276	52	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
277	88	1	STAGE2_MANUAL	, གཡོན་དཀོན་མཆོག་གསུམ་མཚོན་སྐྱབས་སྦྱིན་ཕྱག་རྒྱའི་མཐེབ་སྲིན་བ
278	52	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཉི་མ་དང་ཟླ་བ་ནི་ནང་གི་ཁ
279	64	1	STAGE2_MANUAL	ཧ་ར་ནི་འཕྲོག་པ་སྟེ་ཧ་ར་གཉིས་བརྗོད་ནི། བདེ་སྟོང་ཟུང་འཇུག་གིས་
280	54	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ནི། ཉི་མ་ཟླ་བ་རྒྱས་པའི་གཞི་ད
286	131	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། རྗེ་བཙུན་འཕགས་མ་སྒྲུབ་པ
287	46	1	STAGE2_MANUAL	དེའི་འོད་ཟེར་གྱིས་སྒོ་གསུམ་ལ་ཉེ་བར་འཚེ་བའི་ཕྱི་གཟུགས་ཅན་གཟུག
288	96	1	STAGE2_MANUAL	ཁྱད་པར་གསུང་ཐུགས་ཀྱི་ཡི་གེ་གསུམ་ལས་སྤྲོས་པའི་འོད་ཟེར་གྱིས། ན
290	75	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
291	47	1	STAGE2_MANUAL	སྐུ་གསུང་ཐུགས་ཀྱི་ཡིག་འབྲུ་ཨོཾ་ཨཱཿཧཱུྃ་གསུམ་ལས་འོད་ཟེར་འཕྲོས
293	122	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། དེ་ཉིད་གསུམ་རྣམས་བཀོད་པ
294	70	1	STAGE2_MANUAL	ཞི་བ་ནི་གསལ་ལ་འཛིན་པ་མེད་པ་སྟོན་ཀའི་ནམ་མཁའ་ལྟ་བུ་ཉེར་ཐོབ་ཀ་ད
296	126	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ནི། དེ་ཉིད་གསུམ་ནི་རྒྱུ་མཚན་
297	96	1	STAGE2_MANUAL	, ཞི་བ་མཐུ་དང་ལྡན་མ་ནི། གཟུང་འཛིན་སྒྲིབ་གཉིས་ཀྱི་འཁྲུལ་སྣང་ར
300	56	1	STAGE2_MANUAL	གཞུང་དོན་བསྡུ་ན་རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་རྩ་བའི་རིག་སྔགས་ཀྱ
302	196	1	STAGE2_MANUAL	དང་པོ་ནི། ལྷ་མོ་ལ་གུས་ཡང་དག་ལྡན་པའི། བློ་ལྡན་གང་གིས་རབ་དད་བར
306	79	1	STAGE2_MANUAL	དད་པ་སྔོན་འགྲོ་མ་ལྟར་བསྐྱེད་པར་བྱ། དད་པ་དགེ་བའི་ནོར་སྡུད་རྩ་
308	94	1	STAGE2_MANUAL	རྒྱ་མཚོ་ཆུ་སྲིན་རྣམས་ཀྱིས་གནས། དུས་རླབས་ཡོལ་བར་འགྱུར་སྲིད་ཀྱ
309	98	1	STAGE2_MANUAL	གཉིས་པ་ཕན་ཡོན་དངོས་བཤད་པ་ལ་དྲུག་སྟེ། ངན་སོང་གི་རྒྱུ་འབྲས་ཞི་
310	72	1	STAGE2_MANUAL	དང་པོ་ནི། སྡིག་པ་ཐམས་ཅད་རབ་ཞི་བྱེད། ངན་འགྲོ་ཐམས་ཅད་འཇོམས་པ་ཉ
311	64	1	STAGE2_MANUAL	གཉིས་པ་ནི། རྒྱལ་བ་བྱེ་བ་ཕྲག་བདུན་རྣམས་ཀྱིས། མྱུར་དུ་དབང་བསྐུ
312	303	1	STAGE2_MANUAL	གསུམ་པ་ནི། འདི་ལས་ཆེ་བ་ཉིད་ནི་འཐོབ་ཅིང་། སངས་རྒྱས་གོ་འཕང་མཐར
313	179	1	STAGE2_MANUAL	དྲུག་པ་ནི། གཉིས་གསུམ་བདུན་དུ་མངོན་པར་བརྗོད་ན། བུ་འདོད་པས་ནི་
314	199	1	STAGE2_MANUAL	བཞི་པ་མཇུག་གི་དོན་ནི། འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་ཅིང་ཕྱག་འཚལ་བ་ཉ
315	57	1	STAGE2_MANUAL	༄༅།། སྟོན་པ་ཐུབ་དབང་རྣམ་པར་སྣང་མཛད་བཞེངས། འཇིག་རྟེན་མཚན་མའི་
317	42	1	STAGE2_MANUAL	སྟོན་མཆོག་ཐུབ་དབང་ཞིར་གཟིམས་ཚུལ་བསྟན་ནས། རི་བོ་མ་ལ་ཡ་རྩེར་དྲ
321	88	1	STAGE2_MANUAL	རྡོ་རྗེ་ཐེག་པའི་ཟབ་དོན་ཐང་མར་བརྡལ། ཁྱད་པར་སངས་རྒྱས་པདྨ་སཾ་བྷ
323	328	1	STAGE2_MANUAL	བླ་མེད་ནང་རྒྱུད་འོད་སྟོང་ལྡན་བསྔགས་ཤར། འགྲན་བྲལ་ཚུལ་ཁྲིམས་ཕུ
326	174	1	STAGE2_MANUAL	དངུལ་ཟླ་ཟལ་མོ་སྒང་གི་ཆར། ཡོན་ཏན་གྱི་གནས་མཆོག་ཇོ་བོ་གཟེ་རྒྱལ་
328	64	1	STAGE2_MANUAL	སླར་ཡང་ནེའུ་ཡོར་ཀའི་དཔལ་ལྡན་པདྨ་བསམ་ཡས་གླིང་དུ་སྐྱར་ཞུས་དང་བ
