index	kind	syllables	preview
163	prose	70	ལྷ་སྔགས་ཏིང་ངེ་འཛིན་གྱི་དེ་ཉིད་གསུམ་ལ་སྦྱར་བར་གསུངས་པའང་། སྒྲས་ཟིན་ཙམ་ལས་དགོས་པ་
164	prose	7	མཇུག་གི་ཚིག་གཉིས་ཀྱི་དོན་ནི།
165	prose	85	རྩ་བའི་སྔགས་སྔར་བསྟན་པ་རྣམས་ལ་ངོས་བཟུང་བ་དང་། ཁ་ཅིག་སྒྲོལ་མའི་རྩ་སྔགས་རྐང་བ་བཞི་
166	prose	41	དེས་ན་བདག་གི་བསམ་ཚོད་ལ། ཕྱག་འཚལ་བའི་ཤོ་ལོ་ཀ་ཐ་མ་འདིས་ནི་ཡི་གེ་འབྲུ་གསུམ་གྱི་སྒོ་
167	prose	9	སྒྲོན་གསལ་ལས། ཇི་སྲིད་ཡ་ར་ལ་ཧའི་བར། །
168	prose	7	ཀ་ཁ་གྷ་མཐའ་ཎ་ཛའི་མཐའ། །
169	prose	7	ད་དྷའི་མཐའ་དང་མ་མཐར་བཅས། །
170	prose	7	དེ་དེའི་རྩ་བ་ཡི་གེ་གསུམ། །
171	prose	3	ཞེས་སོགས་
172	prose	58	དཔལ་གསང་བ་འདུས་པའི་སྐོར་ལས་རྒྱ་ཆེར་གསུངས་པ་བཞིན་ཡིན་པས་རྩ་བའི་སྔགས་ཡི་གེ་གསུམ་གྱ
173	prose	559	བསྟོད་པའི་ཕན་ཡོན་ནི།ལྷ་མོ་ལ་གུས་ཡང་དག་ལྡན་པས། །བློ་ལྡན་གང་གིས་རབ་དད་བརྗོད་དེ། །ཅ
174	prose	4	སརྦ་མངྒ་ལཾ། ། ། །བཀྲ་ཤིས། ། ། །
