index	kind	syllables	preview
131	prose	241	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཀྱི་དོན་དུ་འབྱོན་པར་
132	prose	294	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བཞིན་གྱི་ནོར་བུ་དང་དགོས་འདོད་མ་ལུས་པ་འབྱུ
133	prose	181	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཆོས་འདི་ལ་མོས་ལྡན་དོ
134	prose	5	༄༅། །སྐུ་གསུམ་གསོལ་འདེབས་ནི།
135	prose	241	སྐུ་གསུམ་གསོལ་འདེབས། །ཨེ་མ་ཧོ༔ སྤྲོས་བྲལ་ཆོས་ཀྱི་དབྱིངས་ཀྱི་ཞིང་ཁམས་སུ༔ ཆོས་ཉིད་
136	prose	198	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཆེན་ཐོད་ཕྲེང་རྩལ་ལ་གསོལ་བ་འདེབས༔ སྐུ་ཡི་ད
137	prose	23	།དགོངས་གཏེར་སྒྲོལ་མའི་ཟབ་ཏིག་ལས་ততা ཕྱི་སྒྲུབ་རྒྱས་བསྡུས་ཀྱི་ཆོ་ག་ཚོགས་གཉིས་སྙིང
138	prose	306	ཟབ་ཏིག་སྒྲོལ་མའི་ཆོ་ག་ཚོགས་གཉིས་སྙིང་པོ། །ན་མོ་གུ་རུ་ཨརྱ་ཏྭ་ཡེ། དུས་གསུམ་འདྲེན་པ
139	prose	252	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བཅས་མི་བཟད་འཇོམས་མཛད་ལྷ། །དངོས་རྣམས་མ་ལུས
140	prose	250	ཟབ་ཏིག་སྒྲོལ་མའི་ཆོ་ག་ཚོགས་གཉིས་སྙིང་པོ། དྲན་རྫོགས་སུ༔ རྗེ་བཙུན་འཕགས་མའི་སྐུར་གས
141	prose	92	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འཇིགས་པ་ཀུན་ལས་དབུགས་དབྱུང་གྱུར༔ ཅེས་མོས་
142	prose	170	ཟག་མེད་ཡེ་ཤེས་བདུད་རྩིར་གྱུར། །ཨོཾ་ཨཱཿཧཱུྃ་ལན་གསུམ ཨོཾ་ཨརྱ་ཏཱ་རེ་ས་པ་རི་བཱ་ར་ཨི་
143	prose	256	ཟབ་ཏིག་སྒྲོལ་མའི་ཆོ་ག་ཚོགས་གཉིས་སྙིང་། མུག་འཁྲུགས་རྩོད་ཞི་བ་དང་། །ཆོས་ལྡན་དཔལ་འབ
144	prose	151	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཀྱིས། །མི་འབྲལ་ཐུགས་རྗེས་སྐྱོང་བའི་བཀྲ་ཤི
145	prose	4	།སྒྲོལ་བསྟོད་ཁག་ནི།
146	prose	192	སྒྲོལ་བསྟོད་ཁག །པོ་ཊ་ལ་ཡི་གནས་མཆོག་ནས། །ཏཱཾ་ཡིག་ལྗང་ཁུ་ལས་འཁྲུངས་ཤིང་། །ཏཱཾ་ཡིག་
147	prose	31	སེམས་ཅན་རྣམས་ལ་གཟིགས་སུ་གསོལ། །བདག་གིས་བསོད་ནམས་ཅི་བསགས་པ། །ཐམས་ཅད་བྱང་ཆུབ་རྒྱུར
148	prose	170	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། །ཨོཾ་རྗེ་བཙུན་མ། འཕགས་མ་སྒྲོལ་མ་ལ་ཕྱག་འཚལ
149	prose	23	འབྱུང་པོ་རོ་ལངས་དྲི་ཟ་རྣམས་དང་། །གནོད་སྦྱིན་ཚོགས་ཀྱིས་མདུན་ནས་བསྟོད་མ། །ཕྱག་འཚལ་
150	prose	54	ཕ་རོལ་འཁྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ། །གཡས་བསྐུམ་གཡོན་བརྐྱང་ཞབས་ཀྱིས་མནན་། །མེ་འབར་འཁྲ
151	prose	159	སྒྲོལ་བསྟོད་ཁག གསུམ་མཚོན་ཕྱག་རྒྱའི། །སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ། །མ་ལུས་ཕྱོག
152	prose	85	རིམ་པ་བདུན་པོ་རྣམས་ནི་འགེམས་མ། །ཕྱག་འཚལ་བདེ་མ་དགེ་མ་ཞི་མ། །མྱ་ངན་འདས་ཞི་སྤྱོད་ཡུ
153	prose	97	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བྱེད། །འཇིག་རྟེན་གསུམ་རྣམས་གཡོ་བ་ཉིད་མ། །
154	prose	88	ཕྱག་འཚལ་དེ་ཉིད་གསུམ་རྣམས་བཀོད་པས། །ཞི་བའི་མཐུ་དང་ཡང་དག་ལྡན་མ །གདོན་དང་རོ་ལངས་གནོ
155	prose	59	རྒྱལ་བ་བྱེ་བ་ཕྲག་བདུན་རྣམས་ཀྱིས། །མྱུར་དུ་དབང་ནི་བསྐུར་བར་འགྱུར་ལ །འདི་ལས་ཆེ་བ་ཉ
156	prose	10	གདོན་དང་རིམས་དང་དུག་གིས་གཟིར་བའི། །སྡུག་བསྔལ་
157	prose	156	སྒྲོལ་བསྟོད་ཁག ཚོགས་ནི་རྣམ་པར་སྤང་སྟེ། །སེམས་ཅན་གཞན་པ་རྣམས་ལ་ཡང་ངོ་། །གཉིས་གསུམ་
158	prose	30	ཨཏྤལ་བསྣམས་ལ་ཕྱག་འཚལ་བསྟོད། །བཅུ་དྲུག་ལོ་ལོན་ལུས་དང་ལྡན། །རྫོགས་སངས་རྒྱས་ཀུན་དེ་
159	prose	58	འཁོར་ལོ་དཀར་མོ་འོད་ཟེར་དཀར། །རྩིབས་བརྒྱད་ལ་ནི་ཡི་གེ་བརྒྱད། །ཡོངས་སུ་འཁོར་བའི་རྣམ
160	prose	66	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཡུམ་གྱུར་སྒྲོལ་མ་ཁྱོད་ལ་ཕྱག་འཚལ་ལོ། །ཚིགས
161	prose	175	མཆོག་དང་ཐུན་མོང་དངོས་གྲུབ་ཀུན། །མ་ལུས་བདག་ལ་གནང་བར་མཛོད། །འཕགས་མ་ཁྱོད་ལ་དད་བྱེད་
162	prose	15	སྒྲོལ་བསྟོད་ཁག འཕགས་མ་སྒྲོལ་མ་ཡིད་འོང་མ། །གང་མ་རྔ་ཆེན་དུང་ཅན་མ། །
163	prose	158	རིག་པའི་རྒྱལ་མོ་ཚིག་སྙན་མ། །ཟླ་བའི་གདོང་ཅན་དཀར་མོ་ཆེ།། མི་ཕམ་མ་དང་གོས་སེར་མ །སྒྱ
164	prose	67	གདོལ་མ་ངེས་མ་བདུད་རྩི་མ། །ནོར་ཅན་བསོད་ནམས་སྐལ་ཆེན་མ། །སྐལ་བཟང་མ་དང་གྲོགས་སྟོན་མ 
165	prose	12	འཇིགས་མེད་གོོ་ཏ་མཱ་རབ་བཤད། །དཔལ་ལྡན་འཇིག་རྟེན་དབང་
166	prose	161	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས།.. སྲས་མོ །ཡོན་ཏན་མཐའ་ཡས་སྒྲོལ་མའི་མཚན། །བ
167	prose	35	འབད་མེད་ལྷུན་གྱིས་གྲུབ་པར་མཛད་དུ་གསོལ། །སྒྲུབ་ལ་བརྩོན་ཞིང་དམ་ཆོས་འཕེལ་བ་དང་། །རྟ
168	prose	55	ཡར་ངོའི་ཟླ་ལྟར་འཕེལ་ཞིང་རྒྱས་པར་མཛོད། །རྒྱལ་བའི་དཀྱིལ་འཁོར་བཟང་ཞིང་དགའ་བ་དེར །པད
169	prose	12	སྒྲོལ་བསྟོད་ཁག ལས་མ །སྔོ་ལྗང་ཞལ་གཅིག་ཕྱག་གཉིས་མྱུར་ཞིང་དཔའ། །
170	prose	66	ཡུམ་གྱུར་ཨུཏྤལ་བསྣམས་པའི་བཀྲ་ཤིས་ཤོག །རྒྱལ་ཡུམ་སྒྲོལ་མ་ཁྱེད་སྐུ་ཅི་འདྲ་དང་། །འཁོ
171	prose	9	ཆོས་དང་བཀྲ་ཤིས་འཕེལ་བར་མཛད་དུ་གསོལ།།
172	prose	225	སྤར་བྱང་། །ན་མོ་བུདྡྷ་བཛྲ་དྷ་ར་ཡེ། ཟག་བྲལ་རང་བཞིན་འདུས་མ་བྱས་པ་དོན་དམ་ཆོས་ཉིད་ལྷ
173	prose	65	བོད་ཀྱི་སྐྱེས་ཆེན་ལོ་ཙཱ་བ། །ཆོས་རྒྱལ་དད་འབངས་བཅས་པ་ཀུན །སྡེ་སྣོད་གསུམ་དང་རྒྱུད་ས
174	prose	86	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བཀའ་གདམས་པ། །མར་པ་བཀའ་བརྒྱུད་ཤངས་པ་དང་། །
175	prose	79	ནཱ་རོ་མཻ་ཏྲི་ལ་སོགས་བསྟེན། །གདམས་ངག་ཟབ་དགུ་མ་ལུས་པ། །བོད་དུ་སྤྱན་དྲངས་སློབ་ཚོགས་
176	prose	100	སྡེ་དགེ་ཆོས་རྒྱལ་ཆེན་པོ་ཡིས །དབུ་ཡི་མཆོད་གནས་གཙུག་ན་འཛིན། །མདོ་སྔགས་རྒྱུད་ལུང་མན
177	prose	13	ཆོས་སྡེ་ཆེན་པོ་བཅུ་གསུམ་བཅས། །བོད་དང་བོད་ཆེན་ལྗོངས་ཀུན་ཁྱབ། །
178	prose	13	དུས་རབས་ཉི་ཤུའི་གཞུང་གི་མཐར། །འདུས་བྱས་ཆོས་ཉིད་མི་རྟག་བཞིན། །
179	prose	28	སྤར་བྱང་། གངས་ལྗོངས་རྒྱལ་བསྟན་སྤྱི་བྱེ་བྲག །སྣུམ་ཟད་མར་མེ་བཞིན་དུ་གྱུར། །སྟོན་པའ
180	prose	13	གདུལ་བྱའི་བསོད་ནམས་མ་ཟད་པས། །ལུང་རྟོགས་བསྟན་པའི་ཉི་མ་ཤར། །
181	prose	25	སྤྱན་རས་གཟིགས་དབང་ཐམས་ཅད་མཁྱེན། །རྒྱལ་བའི་དབང་པོ་རྡོ་རྗེ་འཆང་།། རང་བྱུང་རིག་པའི་
182	prose	14	སངས་རྒྱས་དངོས་སྣང་ཆོས་ཀྱི་རྗེས །སོ་བྱང་སྔགས་ཀྱི་གདམས་པ་དང་། །
183	prose	63	ཟུང་འཇུག་མན་ངག་ཡང་ཟབ་ཀུན། །བུམ་པ་གང་བྱོའི་ཚུལ་དུ་བསྩལ། །གསུམ་ལྡན་རྡོ་རྗེ་འཛིན་པ་
184	prose	25	བཤད་སྒྲུབ་ལས་ཀྱི་འཁོར་ལོ་གསུམ། །ངལ་བ་བརྒྱ་ཕྲག་ཁུར་ཁྱེར་། །ལྟོས་བཅས་རྗེས་འཇུག་ལྷག
185	prose	13	རྒྱལ་བའི་བསྟན་པ་ལུང་རྟོགས་གཉིས། །དེ་འཛིན་བཤད་དང་སྒྲུབ་པའི་སྡེ། །
186	prose	13	བསྟན་པ་གསུང་རབ་དམ་པའི་ཆོས། །ཡང་སྙིང་དམ་གཙང་བརྒྱུད་པ་ཉིད། །
187	prose	85	གསུང་རབ་བཀའ་དང་བསྟན་བཅོས་དང་། །རིག་གནས་རྒྱལ་རབས་ཆོས་འབྱུང་སོགས། །ཉམས་པ་གསོ་ཞིང་ས
188	prose	62	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཀུན་ཏུ་དགེ་བ་དང་། །བསྟན་དང་འགྲོ་ལ་ཕན་པའི་
189	prose	252	འགྲོ་ཀུན་བདེ་བའི་ལམ་བཟང་མཐོང་བའི་མིག་ཏུ་འགྱུར་བར་ཤོག །ཕྱོགས་བཅུའི་རྒྱལ་བ་སྲས་དང་
190	prose	29	ཨཙམད པདྷརྨཱ Ə པི སམཉྫུ ā ཨོ ཉམཿ ཏངེབ ཡི་གེ་ཉི་ཤུ་རྩ་དྲུག་པ་འདི་དཔེ་ཆའི་ནང་དུ་བཞུ
191	prose	151	སི་ཏུ་པདྨ་ཉིན་བྱེད་ཀྱི་གསུང་། སྡོམ་གསུམ་དྲི་མེད་ཚུལ་བཞིན་བསྲུང་བ་དང་།། ཚོགས་གཉིས
192	prose	1	-
